Remainder,Steps,Decision_Tree,Score,Success
28101112,7,"['Step1: (3,6,9) (9)', 'Step2: (4,5) (4)', 'Step3: (6) (6)', 'Step4: (5,1) (5,1)', 'Step5: (7) (7)', 'Step6: (3) (3)']",2,FALSE
17891112,5,"['Step1: (6,4,10) (6,4)', 'Step2: (5,2,7) (5,2)', 'Step3: (10) (10)', 'Step4: (3) (3)']",2,FALSE
159101112,6,"['Step1: (2,6,8) (2,6)', 'Step2: (3) (3)', 'Step3: (7) (7)', 'Step4: (8) (8)', 'Step5: (4) (4)']",1,FALSE
2356891112,4,"['Step1: (2,5,7) (7)', 'Step2: (6,4,10) (10)', 'Step3: (1,4,5) (1,4)']",1,FALSE
17891112,6,"['Step1: (4) (4)', 'Step2: (5) (5)', 'Step3: (2,3) (2,3)', 'Step4: (6) (6)', 'Step5: (10) (10)']",2,FALSE
58911,7,"['Step1: (10) (10)', 'Step2: (4,2,6) (6)', 'Step3: (3,4,7) (7)', 'Step4: (4,1,5) (4,1)', 'Step5: (2,3,5) (2,3)', 'Step6: (12) (12)']",5,FALSE
129101112,7,"['Step1: (4,1,5) (5)', 'Step2: (2,1,3) (3)', 'Step3: (4,1) (4)', 'Step4: (7) (7)', 'Step5: (6) (6)', 'Step6: (8) (8)']",1,FALSE
235679101112,3,"['Step1: (2,6,8) (8)', 'Step2: (1,4,5) (1,4)']",1,FALSE
134678912,5,"['Step1: (1,4,5) (5)', 'Step2: (4,6,10) (10)', 'Step3: (2,3) (2)', 'Step4: (11) (11)']",1,FALSE
46710,8,"['Step1: (12) (12)', 'Step2: (3,1,4) (3,1)', 'Step3: (9) (9)', 'Step4: (8) (8)', 'Step5: (5,6,11) (11)', 'Step6: (5,6) (5)', 'Step7: (2) (2)']",5,FALSE
1346810,6,"['Step1: (5,6,11) (11)', 'Step2: (5,4,9) (9)', 'Step3: (2,5,7) (7)', 'Step4: (12) (12)', 'Step5: (2,5) (2,5)']",3,FALSE
